text,sentiment_score
#巡视组回应天津助学金事件#个人认为主要是学生素质不高。辅导员不作为懒得管，搞一个投票？这玩意投谁家穷吗？ ​,-0.7280230079425996
#巡视组回应天津助学金事件#2023年了 终于能摆在明面上说了 ​,-0.6708821683415075
#巡视组回应天津助学金事件#事后在这学校里也待不下了 ​,-0.6637190248186635
#巡视组回应天津助学金事件#可怜的娃，可以考虑去大学生应召入伍，近视眼手术有补贴，大学学  费全免还有各种福利金。明年入伍，避避当下风头，等两年后退伍，同届同学都毕业了，也清静一点。加油啊 ​,-0.6768487544317403
【#巡视组回应天津助学金事件#】近日，天津一高校学生发布多条网络视频，称在助学金评选中遭遇不公对待，引发大量网友关注。发布视频的学生称: 自己是孤儿，却在班内困难生助学金评定时落选，而评上的学生中有的平日有高消费行为。11月3日，河北广播电视台记者致电天津市委巡视八组了解最新情况，工作 ​  展开c,-0.5820403411780088
【#巡视组回应天津助学金事件#】近日，天津一高校学生发布多条网络视频，称在助学金评选中遭遇不公对待，引发大量网友关注。发布视频的学生称: 自己是孤儿，却在班内困难生助学金评定时落选，而评上的学生中有的平日有高消费行为。11月3日，河北广播电视台记者致电天津市委巡视八组了解最新情况，工作 ​  展开c,-0.5820403411780088
#巡视组回应天津助学金事件#这种情况各地都有，只是有没有勇气曝光而已，#天津巡视组# 只要专注一下，很快就会捋顺捋顺教育机构的大小腐败现象。 ​,-0.6201594968915705
【#巡视组回应天津助学金事件#】近日，天津一高校学生发布多条网络视频，称在助学金评选中遭遇不公对待，引发大量网友关注。发布视频的学生称: 自己是孤儿，却在班内困难生助学金评定时落选，而评上的学生中有的平日有高消费行为。11月3日，河北广播电视台记者致电天津市委巡视八组了解最新情况，工作 ​  展开c,-0.5820403411780088
#含有肽字的护肤品 智商税#关于市面上一切含有“肽”字的护肤品，简单地说，是这么个事儿：人体，是动物界持续进化6亿年的杰作，肠道专门用来吸收营养，但它不肯吸收绝大多数的肽；皮肤专门用来隔绝外界物质，效果好到你泡澡都会口渴。所以居然有人在吹，说连肠子都吸收不了的东西，他的脸皮却能吸 ​  展开c,-0.689775306817368
长期坚持一件事量变引起质变，做好基础护肤就很有用。以及放平心态，人总会老去，太执着老得更快。,-0.6601235717797593
我也觉得好假 说什么深入皮肤底层  怎么可能呢 表面护理还是可以的,-0.653171962470874
#含有肽字的护肤品 智商税# 关于胜肽我的微博内多年前有介绍过，感兴趣可以在我的微博内搜索。先说结论，大部分添加胜肽的护肤品只是一个噱头，没有实际作用；少部分可能有一定作用，但是涂抹类的护肤品作用都非常有限。就像我一直强调皮肤需要的是“保湿”而不是“补水”，因为皮肤是防水的，不仅 ​  展开c,0.506418218549348
【#你买过含有肽字的护肤品吗#】#含有肽字的护肤品 智商税# 你买过含有肽字的护肤品吗 ​,-0.5481050225071987
怎样选出最适合自己的？戳图↓教你选对护肤品，转给爱美的TA！ ​​​#含有肽字的护肤品 智商税# ​,0.6201027605299008
#含有肽字的护肤品 智商税# ​,-0.5012625000000002
#含有肽字的护肤品 智商税#这准吗，感觉已经踩过坑了 L橘子只要136g的微博视频 ​,-0.5727319857229036
#含有肽字的护肤品 智商税#以我这些年护肤经验来说，想要快速见效改变肌肤状态的，一律去做医美。个护帮助不大，医美才是王道。但几乎所有医美，都不可能一步到位，也不可能永远有效；不仅如此，还会有依赖性，部分还会产生副作用。此外，个护跟医美的价格，基本上是天差地别。买个护，两千 ​  展开c,-0.6130654652570718
#含有肽字的护肤品 智商税#护肤品中尽量避免的成分，越早知道越好，避免踩坑！#兔砚# L兔砚的微博视频 ​,-0.5487636002294578
#含有肽字的护肤品 智商税# 每次看到“让皮肤吸收”“肌肤喝饱营养”怎么怎么样，我就……九年义务教育学好是有必要的，不然人还以为靠皮肤吸收呢…，人体已经进化了，人脑也需要跟上，来看科普 Lwhy-甜份加毅的微博视频 ​,-0.5330567422939247
#含有肽字的护肤品 智商税#大部分坚持每天做美容的女人看着确实比同年龄的女人皮肤好一点，其实是因为长期坚持一件事量变引起质变，做好了基础护肤。但是还是要放平心态，人总会老去，太执着与这个老得更快。 ​,-0.6778081609557779
#含有肽字的护肤品 智商税#好好睡觉别熬夜比啥都强 ​,-0.7716262813703239
#含有肽字的护肤品 智商税#但是我去年买的bly 的h宝石确实好用…今年试了试小蜜罐用的难受又换回了h宝石 ​,0.5260267430722679
#含有肽字的护肤品 智商税#【学到了！优质简历的9个细节】秋招进行时，一组简历优化小建议：①不要一张简历走天下，人岗匹配很重要。②字数不是越多越好，重点内容宜前置。③设计不要太花哨，简洁明了最有效。愿你早日收获心仪的offer！（人民网微博） ​​​,0.7938588657988468
【干货】新手化妆基础，化妆色彩与亚洲审美的培养！！！ #含有肽字的护肤品 智商税##化妆必修课# L化妆必修课的微博视频 ​,0.5577011847898494
#含有肽字的护肤品 智商税#缺乏相关知识，也不懂得信息检索的人很多，这不能怪普通消费者“清澈的愚蠢”吧？我买个商品，最省时省力的不就是看宣传。难道还得研究相关知识，读行业典籍，打破信息茧房，做基础调研么规范行业标准，和宣传术语才应该吧，别对普通消费者要求太高好吧，管管售卖，宣 ​  展开c,-0.7148176180730625
#含有肽字的护肤品 智商税#已经不知道说的什么了 ​,-0.5012625000000002
#含有肽字的护肤品 智商税#护肤品的坑真的太多了 ​,-0.6732206309943133
旭哥经常和大家聊空间，很多朋友不了解什么是空间对于主力而言，想要获利出局，要有足够多的安全空间，很多时候大家只会盯着短期的一日两日的波动，太局限了当底部放量 主力大资金拿到了筹码后没有空间的兑现，那就守好自己的廉价筹码即可价格的波动很正常，理解了空间，你就不会太在意一点点日 ​  展开c,-0.5496504780219004
【困难生举报舍友评上助学金  学校已成立专班调查核实 #助学金事件当事人称已搬离宿舍#】近日，天津中德应用技术大学在读学生小苏持续发布的有关“孤儿申请贫困助学金不成反遭欺辱”“实名举报贫困生评定舞弊”等视频引发热议。小苏称班内困难生助学金评定时，他作为“孤儿”未获得，而评上的学生中有 ​  展开c,-0.6697196266390514
分享图片 ​,0.7266491921334192
【#巡视组回应天津助学金事件#】近日，天津一高校学生发布多条网络视频，称在助学金评选中遭遇不公对待，引发大量网友关注。发布视频的学生称: 自己是孤儿，却在班内困难生助学金评定时落选，而评上的学生中有的平日有高消费行为。11月3日，河北广播电视台记者致电天津市委巡视八组了解最新情况，工作 ​  展开c,-0.5820403411780088
#助学金事件当事人称已搬离宿舍#现实中孤独的勇者，网络中激起的了一波浪花。我们都知道，最后也仅仅是浪花而已。 ​,-0.5727693429494961
真的贫困生眼里3000元代表什么？代表中大学一年的学费，或者家里一年的伙食费。#助学金事件当事人称已搬离宿舍# #举报助学金被挤男生让网友别转钱了# ​,-0.6276078280507277
【#高校学生举报助学金被挤事件最新进展#当事人称学校承诺给他评二等助学金3000元左右，并已搬离原宿舍】近日，一名天津中德应用技术大学的学生实名举报学校助学金分配不公，称名额被舍友挤占，引发热议。该学生表示，2日下午学校有关部门已联系他了解情况，承诺给他评定国家二等助学金（3000元左右） ​  展开c,-0.796175984734042
【#助学金事件当事人称已搬离宿舍#】一名大学生走到举报老师这一步，该需要多大的勇气… #男子举报助学金被挤事件最新进展#L长春西门大官人的微博视频 ​,-0.5305973865921977
#助学金事件当事人称已搬离宿舍#现在很多事不就是这样吗？大家都在做，但你不能说，说了就是打破潜规则，动了很多人的蛋糕，以后的路不一定好走啊有很多真正需要帮助的人反而得不到帮助，因为帮扶的钱流到了本不该得到的人口袋里，不止学校助学金，还有这筹那筹的也是重灾区。 ​,-0.6406493336602322
“你可以躲在角落选择沉默，但不要嘲笑甚至诋毁敢于发声的人，因为他们争取的阳光也会照到你身上”希望他能顺利毕业#助学金事件当事人称已搬离宿舍# ​,0.6076828749940835
#助学金事件当事人称已搬离宿舍#看这个视频都不是味，爷爷奶奶养大的孤儿，18岁还是高中生就成了户主，还是低保户，命运对有些人实在是有点太过残酷了。 L大漂亮傻事的微博视频 ​,-0.8461848374720231
#助学金事件当事人称已搬离宿舍#北京政法是以男生退学为结果。助学金还没结果，但男生已经被排挤出宿舍。优秀！ ​,0.5234019868455869
#助学金事件当事人称已搬离宿舍# 在网上又看到了其他知情人的说法，不知道真伪，发出来算是兼听。如果这个是真的，那可以看出没有给他助学金是有原因的。家庭贫困是一回事，个人品德也很重要，这也是助学金的导向问题。如果朱同学真是如此脏话满腹，专门针对其他同学，那就知道为什么有这个局面了。 ​,-0.8098010825390569
#助学金事件当事人称已搬离宿舍#学生，人才，可以说是我们祖国的未来啊，真不敢想象，如果学校变成这样，学生也“贪污受贿”，我们的祖国以后将是怎样 ​,-0.6275425048738353
#助学金事件当事人称已搬离宿舍#举报的就是同宿舍的人，正常的处理就是先把当事人先调到其它宿舍，以免同宿舍的人发生冲突，这个学校不知道在干嘛，搞得当事人只能去睡网吧，显然是想把人逼走结案。 ​,-0.8112311092497037
#助学金事件当事人称已搬离宿舍#来给点热度吧…… ​,0.5500856612811409
图一是获得助学金的同学们说的话图二是没有获得助学金的同学说的话#助学金事件当事人称已搬离宿舍# ​,0.5652008987218128
#助学金事件当事人称已搬离宿舍#他很勇敢，讲的也是事实，太普遍了！ ​,-0.7140985090258811
#助学金事件当事人称已搬离宿舍#看到有评论说朱同学被老师校长特别“关照” 就算是真的也一点也不意外 我想到我大学时因为被新宿舍孤立 去找辅导员换宿舍 辅导员不理 去找班主任 班主任不理 逼得我只能去找书记 巧的是在我询问书记换宿舍进展的第二天 我们辅导员就“贴心”地打来了电话 询问我的成绩  ​  展开c,-0.7716541933027469
#助学金事件当事人称已搬离宿舍# 当一个人说出，我只能跟你赌命的时候，他真的是要拼了 L寒寒综艺娱乐的微博视频 ​,-0.7156087516294363
#向太 今早李连杰还和我请安啊##向太辟谣李连杰去世# 11月3日，网传#李连杰#去世，引发热议。刚刚，@向太Tiffany陳嵐 发微博辟谣，她写道：“你到底死了多少回？又传你走了！今早你还和我请安啊！” ​​​,-0.8310365401053512
@李连杰 你到底死了多少回？又传你走了！今早你还和我請安啊！🤣“无无明，亦无无明尽，乃至无老死，亦无老死尽。你新📕出了，说明你已经超越了生死！别介意人家乱传谣言了好吗？ ​,-0.6305987322231215
握草，我刚才看成了@李杰灵 你到底死了多少回？我说向太啥时候和李杰灵联系上了,-0.7856295950897628
向太陈岚帮李连杰辟谣，说李连杰今早还给她请安来着 #向太辟谣李连杰去世# ​,-0.667607988478161
#向太辟谣李连杰去世#李连杰和向太关系挺好的感觉，上次也发生过这个事情还是李连杰亲自提的。 L楠楠每天都要开心的微博视频 ​,-0.5790740553270382
去年李连杰老师参加活动感觉状态很不错呀！只不过不是记忆中那个样子了！你觉得李连杰老师60岁的状态怎么样？#向太辟谣李连杰去世# L酒徒回来啦的微博视频 ​,0.5699168761027785
#向太辟谣李连杰去世#造谣别人去世，什么缺德的人 请安？不愧是一件衣服二十多万的，一般人都得请安问好以示尊重，老佛爷好L骑着狮子私奔的微博视频 ​,-0.5824460837394265
#向太辟谣李连杰去世#可以不喜欢，但是，不要造谣！另外，现在还流行请安吗？ ​,0.711467978328969
#李连杰# 说李连杰去世的是一个野鸡外国网站，大概率是假的。不过李连杰这两年身体不大好是真的。信佛也没让他身体好些。#向太辟谣李连杰去世# ​,-0.7466760523269975
#向太辟谣李连杰去世#请安？？她怎么每次都要流露出一种高高在上的姿态啊，她是太后吗？？ ​,0.5557985160306192
#向太辟谣李连杰去世# 为什么会有这种传人亖的传言，真的很过分啊！ L爱逸菲浅Luck的微博视频 ​,-0.7741059578225328
#向太辟谣李连杰去世#什么不好说，尽然造谣别人去世，真是离了大谱，有一说一，李连杰年轻的时候真帅，多少人的白月光呀！ L萌萌哒红色小象的微博视频 ​,-0.6213601385922389
"#向太辟谣李连杰去世#《李连杰：从不拿我爷爷炒作,鲁豫：你爷爷是谁？李连杰:你真敢播？》 O李连杰：从不拿我爷爷炒作,鲁豫：你爷爷是谁？李连杰:你真敢播？ ​",-0.5412530473546159
#向太辟谣李连杰去世#请安这个词本来就是问好的意思吧 ​,0.646426071790307
李连杰给向太请安请安？好奇怪的关系啊！！我开始想象郭碧婷给向太奉茶的画面（bhys#向太辟谣李连杰去世# ​,0.5992403294875924
#向太辟谣李连杰去世#造谣别人去世真的不怕遭天谴吗 这个都要造谣…,-0.7178762692548608
#向太辟谣李连杰去世#自己是慈禧吗，还请安 ​,0.7398006540238116
#向太辟谣李连杰去世#虽然但是这个辟谣方式真的很好笑 很向太 ​,-0.6181940783004697
#向太辟谣李连杰去世##李连杰#  为什么会有这种传人死的传言，不抓起来嘛，互联网就没人管啊，唉 ​,-0.7178205729795984
现在大部分少数民族都是交错杂居，血统早就相融了，满族人也只是民族是满族而已，只要这片土地上都是中华民族。真不知道搞民族分裂的是何居心来之不易的和平，现在故意引发战争#向太辟谣李连杰去世# ​,-0.7763374472703661
【#披荆斩棘#EP10五公·下微直播】@李玖哲NickyLee @陈楚生 @宝石Gem @王栎鑫 all black造型演唱经典“莫式情歌”《他不爱我》，深情男嗓里的心酸无奈全部藏在歌里“他不爱我，尽然如此，他还是赢走了我的心”。#披荆斩棘大有可V#《披荆斩棘》EP10五公·下正在热播中，每周五周六中午12:00，单更双更， ​  展开c,-0.7139156268845279
#陈楚生 他不爱我# 五公舞台🎤勇敢去爱，留下热烈和坦荡。陈楚生  #披荆斩棘# ​,0.7648706255641311
#他不爱我##披荆斩棘# 陈楚生两句封神，抖人又要开始求全曲了！我一起求！@陈楚生 🆘 L熊小猫儿的微博视频 ​,-0.5631859890421902
心心念念的 #他不爱我#终于播出了，其实在上周博主就听过很多遍泄露版本了，个人最喜欢陈楚生的演唱，这首歌刚刚开始就被陈楚生那特别声音给带进去了，后面各位哥哥们唱的也很出色的，如李玖哲真是唱情歌的一把好手，全场最惊喜的是陈楚生的那个高音，对我的耳膜真的不要太友好。 LMusic_Data的微博视频 ​,0.6175283937022039
#陈楚生 他不爱我#陈楚生无论是个人秀还是合作舞台，截止到现在，陈楚生在披荆斩棘为我们呈现了《原来的我》《红日》《无数》《思念一个荒废的名字》《行走的鱼》《卡拉永远OK》《爱人错过》《光明》《落叶归根》《动物世界》共10个精彩绝伦的舞台接下来让我们一起期待陈楚生接下来在节 ​  展开c,0.7328441402838934
#陈楚生 他不爱我#听说@陈楚生 在《披荆斩棘》要唱《他不爱我》吗，让我们一起期待陈楚生的《披荆斩棘》舞台吧!#秋日有fun#L盛世美颜是我脑婆的微博视频 ​,0.55926746338865
#他不爱我#我宣布，本季最佳 ​,0.812919365421618
#他不爱我# 相信陈楚生,-0.5012625000000002
#他不爱我# @陈楚生、@李玖哲NickyLee 、@宝石Gem、@王栎鑫 演唱经典“莫式情歌”《他不爱我》，四人一身全黑伫立在舞台，用男性化的视角演绎。有委屈、有心酸、有无奈，爱而不得的情感在他们高亢声线里体现得淋漓尽致#披荆斩棘##陈楚生李玖哲老舅王栎鑫他不爱我# L新浪综艺的微博视频 ​,-0.5878360871378736
#陈楚生 他不爱我# 太棒了 我心中的第一,0.7587412583555557
#陈楚生 他不爱我# 這兩套帥爆嘍,-0.5012625000000002
#他不爱我#他不爱我我爱他就好了 ​,-0.7032806064158715
#他不爱我#陈楚生真的太绝了他不爱我的怒音值得反复不停的循环 ​,-0.5645954052799671
#陈楚生他不爱我高音穿透力##他不爱我# 陈楚生开口那里细腻的情感！中间的怒音！！我要单曲循环了。本来觉得这首歌适合女生唱，但没想到他可以演绎得这么好。@陈楚生 ​,-0.526006951373252
#他不爱我# 原来对于《他不爱我》有点担心，现场却让人特别惊喜。简单的声光电，也没什么走位，简简单单，用最纯粹的声音打动你，几乎整首歌下来都是全场大合唱，结束后很多人说听得泪流满面，当时甚至和身边的朋友说这首歌可以媲美二公他们《行走的鱼》了。五公现场氛围最好的一个表演没有之一。看了 ​  展开c,0.5626698006578063
@李连杰 你到底死了多少回？又传你走了！今早你还和我請安啊！🤣“无无明，亦无无明尽，乃至无老死，亦无老死尽。你新📕出了，说明你已经超越了生死！别介意人家乱传谣言了好吗？ ​,-0.6305987322231215
#李连杰#别特么造谣，黄飞鸿方世玉洪熙官陈真令狐冲觉远张三丰张无忌霍元甲许正阳巩伟之真人李连杰要是去世了，劳资真要哭的 ​,-0.7406084510362133
#向太 今早李连杰还和我请安啊##向太辟谣李连杰去世# 11月3日，网传#李连杰#去世，引发热议。刚刚，@向太Tiffany陳嵐 发微博辟谣，她写道：“你到底死了多少回？又传你走了！今早你还和我请安啊！” ​​​,-0.8310365401053512
李连杰被传闻去世，应该是假新闻，看了一下李连杰今年才60岁！但是他的近照看起来好苍老啊，比起他同龄差不多的刘德华，真的状态不行，更不用说成龙了，成龙比他大十岁，现在还在孜孜不倦的拍打戏！服了。李连杰患有甲亢，感觉还是蛮严重的。 #李连杰# ​,-0.5935098568256306
#李连杰#好喜欢这部电影，永远的经典 L唯c爱c呀的微博视频 ​,0.6995611720374574
#李连杰# 啊这，第一眼看就挺假的，也是古早谣言套路了。 ​,-0.5547000080119809
#李连杰# 那股狠劲帅气逼人 L娱圈熊熊的微博视频 ​,0.7273704961747849
李连杰：别过高的估计自己，其实啥也不是。真是人间清醒 Lo小怂包的微博视频 ​ #李连杰# ​,-0.6942732454166409
电影《少林寺》李连杰、于海、丁岚、计春华、于承惠联袂主演。#李连杰# via L澎湃春秋的微博视频 ​,-0.5120896128849164
#李连杰# 说李连杰去世的是一个野鸡外国网站，大概率是假的。不过李连杰这两年身体不大好是真的。信佛也没让他身体好些。#向太辟谣李连杰去世# ​,-0.7466760523269975
#李连杰#莫名其妙又出来这么个热搜《给爸爸的信》（又名《赤子威龙》)的精彩动作场面不少，李连杰、谢苗父子俩联手大战于荣光这场戏算是名场面了。那会儿的谢苗锐气十足，风头甚至盖过了梅姑李连杰和于荣光。如今，他也走出了自己的路了。于荣光的反派演绎的真是独树一帜。一众配角里，小黑 ​  展开c,0.5212714730775833
#李连杰#什么东西？！？又传李连杰去去世了？！向太也辟谣了啊，那种yxh可以告了！ ​,-0.8281149607422175
#向太辟谣李连杰去世##李连杰#  为什么会有这种传人死的传言，不抓起来嘛，互联网就没人管啊，唉 ​,-0.7178205729795984
#李连杰#头一盟懵。。。别造谣啊！！ ​,-0.5585262974993394
#李连杰#这啥人造谣的呀…… ​,-0.5585262974993394
#李连杰#谣言止于智者，这种谣言真的是很让人无语 ​,-0.7784684868263974
#李连杰#我还以为杰哥有啥作品还是啥的，兴致勃勃点开，看完一脸晦气！！！造谣去噶！！！ ​,-0.6213647325090469
#向太辟谣李连杰去世# 向太陈岚看到网上传言#李连杰# 去世。发文称，你到底死了多少回？又传你走了！今早你还和我请安！ ​,-0.7630547330226721
一年一传的李连杰去世的消息又来了，估计李连杰都懒得回应了。但他的好友向太出来发声了，称李连杰今早还在向她问候，不要相信媒体的瞎造谣。#向太辟谣李连杰去世##李连杰# ​,-0.6919842817246576
【中字】#曝多名篮网球员与啦啦队成员发生关系# ：  —— 前篮网啦啦队员爆料：“当我还是篮球啦啦队员时，我和球员们发生过关系，球队不允许我们这么做，但我认为我有和球员约会的权利，这不会损害我的名誉。” L洛译篮球的微博视频 ​ ​​​,-0.7083295446756149
前篮网啦啦队队长透露，她在上赛季和多名篮网球员发生过关系，她不愿意透露这些人的姓名，但也给出线索“他们不是替补球员。”随后大桥转发这条新闻，自行辟谣：我那会还是太阳队球员。#曝多名篮网球员与啦啦队成员发生关系##nba开新大集# ​,-0.669909780030782
前篮网啦啦队队员透露，她在上赛季与多名篮网队员发生性关系。这位啦啦队员并未指名道姓，但她指出那几个球员并非替补。篮网队员“大桥”米卡尔-布里奇斯赶紧澄清：“当时我还在菲尼克斯太阳呢。”#曝多名篮网球员与啦啦队成员发生关系# ​,0.5115170454678251
#曝多名篮网球员与啦啦队成员发生关系#球员和拉拉队员都是荷尔蒙爆表活力四射身体棒的年轻人，又能经常接触到，搞在一起很正常啊 ​,-0.5564640380108143
#曝多名篮网球员与啦啦队成员发生关系# 隐隐约约能想到。还有运动员和________、演员和________。 ​,0.6024802074467751
#曝多名篮网球员与啦啦队成员发生关系# 大桥自证清白“我当时还在太阳呢”，格威反将一军，晒出黑衣女模图片，该女模曾表示在2018年酒店一夜“车轮战”太阳布克在内的七名球员。#nba开新大集#NBA ​,0.6311119266408982
#曝多名篮网球员与啦啦队成员发生关系#吓死我了 看成球员之间 ​,-0.7748501286409781
#曝多名篮网球员与啦啦队成员发生关系#知道李天一到美国怎么学坏的吧？他当时搞冰球，冰球队这种事也很多安排孩子出国留学的家长一定要先把孩子的价值观搞正确再放出去，否则出事的概率很高 ​,-0.7400499998109232
#曝多名篮网球员与啦啦队成员发生关系#我竟然一点都不意外，毕竟美剧经常有这种情节，看来异性恋也挺乱的啊 ​,-0.7091936458438246
#曝多名篮网球员与啦啦队成员发生关系#兔子还不吃窝边草 ​,0.6707105279673284
#曝多名篮网球员与啦啦队成员发生关系#一言难尽 只能说牛逼 ​,-0.7885198829633285
#曝多名篮网球员与啦啦队成员发生关系#我觉得挺正常的，每年奥运会免费提供的几万个byt不都被用完了吗，人家你情我愿的 ​,0.7412102146224191
#曝多名篮网球员与啦啦队成员发生关系#这种事传出来已经不是一次两次了。但现在发布出来，啦啦队成员肯定没按好心。 ​,0.5530671375575059
#曝多名篮网球员与啦啦队成员发生关系#异性恋是这样，天天说txl脏乱 ​,-0.545489770509506
前篮网啦啦队队员透露，她在上赛季与多名篮网队员发生性关系。布里奇斯看到了，先来澄清：“当时我还在菲尼克斯太阳呢。”这大桥也真太好玩了#曝多名篮网球员与啦啦队成员发生关系# ​,0.5710767590037414
#赵露思痛失本名# 姜昆：很多人给我介绍没有介绍她的姓，我知道她叫露思，我还以为她姓胡呢露思：胡~露思~哈哈哈哈哈哈哈哈哈我们露思一不小心痛失本名 #火星情报局# L综艺少女的日常的微博视频 ​​​,0.548390711696956
#火星6全员破防文学开播# 我发现！火星人和地球人都很容易破防！想知道我的破防故事吗？今天12点#火星情报局#6 见～ ​,-0.6081925347713558
#火星情报局#妈妈特工们来006号会议厅报到啦速速登舱，快乐航班马上起飞探索火星机密，常备999小儿感冒药无惧火星挑战，妈妈特工特安心 ​,0.5954953919663771
#赵露思痛失本名#这一段笑的我脸痛 葫芦丝哈哈哈哈哈哈哈哈哈哈哈哈 L航航小小酥的微博视频 ​,0.7067768061344954
#赵露思痛失本名#薛哥说什么大实话这yhky不得破防4️⃣“要不是赵露思在公司公司就要倒闭” L超能撸猫队的微博视频 ​,-0.6506553674766608
#赵露思痛失本名#是谁等不及要看火星露了！！！ L-厚乳的微博视频 ​,-0.6563632359822914
#赵露思痛失本名# 对 她现在是批发赵姐的老婆 ​,0.6250312079362368
赵露思 💜 #赵露思痛失本名#葫芦丝、赵肉丝、赵露露、肉丝ㄦ都是我们最可爱萌萌哒的赵露思#赵露思# ​,0.7242650640849412
#赵露思痛失本名# 欢迎大家来看我老婆 ​,0.5123918062912576
#赵露思痛失本名#赵露思的综艺感真的不错，有很多梗，也会自己cue自己，开玩笑也非常大大咧咧，为什么她没有像迪丽热巴那样吃到综艺红利？ ​,0.6500839245548494
#赵露思痛失本名#以前怎么没看火星情报局啊，真的太搞笑了，连前面的先导片也很好笑，“要让别人知道我老伴不搞笑，我的脸往哪搁啊！”哈哈哈哈哈哈哈还有露思的翅膀好漂亮，真的像天使 ​,0.5374316437156531
光从这一个视频感觉真的好有压迫力呀，赵露思感觉很卑微的样子#赵露思痛失本名# ​,-0.643021782372031
#赵露思痛失本名#“肉丝儿”“葫芦丝”“赵得住”…哈哈哈哈哈哈 我快要忘记赵露思的本名了 ​,-0.6163434637385958
#赵露思痛失本名#哈哈我在意的点是除了露思张颜齐笑死我了 ​,0.5039718278016108
#赵露思痛失本名#葫…芦丝吗？啊哈哈哈哈哈哈哈 ​,0.7780290367018128
#赵露思痛失本名#哈哈哈哈哈哈好可爱 ​,0.8404765758357241
#赵露思痛失本名#是不是 肉丝儿 肉丝ㄦ 肉丝儿哈哈哈哈哈 好可爱 ​,0.5851177484596262
#赵露思痛失本名#没点进来还以为赵露思不是原名 原来是这样啊 ​,-0.6883309299995474
#赵露思痛失本名#还真的不知道她本命哈哈哈哈 ​,0.6048444180767372
#赵露思痛失本名#葫芦丝本思 ​,-0.5012625000000002
赵丽颖官宣elle盛典，黑发公主切造型好美 ​,0.8689808022300942
重聚此刻，致敬风格。“祝ELLE35周年生日快乐，发现更多美好。 ”@赵丽颖 #ELLE风尚大典##重聚致敬# ​,0.7006006563957117
#赵丽颖黑发公主切#今日，@赵丽颖 官宣加盟ELLE盛典，赵丽颖一身黑白公主切看起来好美啊!#拾趣计划# ​,0.7816437056312638
#赵丽颖黑发公主切#这个造型真的超好看！ L胖颖飞刀呀的微博视频 ​,0.6378440626288238
#赵丽颖黑发公主切#这套真的绝美，赵姐黑发永远的神，镜头感十足，elle很会拍。 ​ ​,0.7384237360772657
#赵丽颖##赵丽颖沈璃# 好烦 有点想赵丽颖 #赵丽颖黑发公主切# ​,-0.7874225648762533
#赵丽颖黑发公主切##赵丽颖# 说到赵丽颖黑发公主切，不得不提这个造型了！幻梦烛影，玫瑰低语！每一个眼神都触动心弦，被动态的@赵丽颖 蛊到了！L赵丽颖工作室的微博视频 ​,0.648261618146643
真的太美了太美了#赵丽颖黑发公主切#勾人心魄的那种美美丽强大又让人心疼的美#赵丽颖# L你的星星已到货-碧苍王妃版的微博视频 ​,0.5167519647416435
#赵丽颖黑发公主切# ｜ #赵丽颖# 真的超爱赵丽颖的ELLE花絮～眼神鲨美晕我 L浪味小宇宙_ing的微博视频 ​,-0.5127060455637411
赵丽颖#赵丽颖黑发公主切# 超喜欢这组Elle的开年刊！真的很飒@赵丽颖 ​,0.5431624192190353
#赵丽颖##赵丽颖黑发公主切# 喜欢喜欢EllE这这封超美丽 但赵丽颖应该不去吧 ​,0.7901008788102891
绘|白切黑👑😈 @赵丽颖  #赵丽颖黑发公主切##赵丽颖# ​,0.6087474465597471
#赵丽颖黑发公主切#  好美好酷  ​,0.6956035211386543
#赵丽颖黑发公主切#公主切必须这套！ YYDS ​,0.7241409842027157
#赵丽颖黑发公主切#等下，11.3杭州？不就是今天，哇可以去吗 ​,-0.5030159067880232
#赵丽颖黑发公主切#我老婆是世界上公主切最好看的人 ​,0.6404267636320243
#赵丽颖黑发公主切#颖宝，黑长直，永远的神，太美了！ ​,0.6127438532139566
#赵丽颖黑发公主切##赵丽颖# 喜欢的杂志之一，还有综艺推理吧的公主切加挑染也很好看 ​,0.8220054821937581
#赵丽颖黑发公主切#复仇女主我天呢 ​,0.6663058858040474
#赵丽颖黑发公主切#赵丽颖的这套公主切也很好看，所以说，天生丽质的人，真的什么造型都能hold住，赵姐的气质绝了！！ ​,0.8300629847284066
【#李玟弥留之际老公才出现#】#李玟老公曾打电话问李玟死了吗#在凤凰网非常道栏目中，二姐称李玟出事时，老公Bruce正在旅途中，所以不是事情刚出就有到场，而是在李玟差不多不行了的时候才出现，大姐回忆称，李玟命悬一线时，老公Bruce打电话问她发生了什么事，并问“她死了吗？”，而不是关心李玟目前 ​  展开c,-0.6623509976328978
#李玟弥留之际老公才出现##姐姐证实李玟曾两次轻生# 希望姐姐李玟在天堂一切都好 ，永远开心快乐L烟花三月下江南-的微博视频 ​,0.6375842768183717
Coco 生前遭遇这么多不公，难道家人没权利帮她讨回公道吗？你们一个个说她们消费Coco，你们良心过得去吗？希望你们不要遭遇失去家人痛苦。#李玟弥留之际老公才出现# ​,-0.9146213143812656
#李玟弥留之际老公才出现#哎，希望李纹一路走好！后续的事情有一个好的结果！听一次难过一次的想你的365天！ L酷到没名字666的微博视频 ​,-0.8403881512338776
